num_enhancers,r,g,AC,RC,ma,mr,noise
2,0.5,0.1,1,5,7,5,0.2706906872
2,0.1,0.9,1,7,5,5,0.3528987716
2,0.9,0.7,1,3,9,5,0.283241187
2,0.3,0.7,1,9,3,5,0.3391520251
2,0.3,0.3,1,1,9,5,0.2811561323
2,0.5,0.9,1,5,3,5,0.3291039078
25,0.1893,0.90481,7.36,7.27,2.99,4.92,0.5126500972
21,0.5,0.375,2,2.8,5.5,10,0.2793893919
2,0.3,0.9,1,5,5,5,0.333878762
2,0.1,0.7,1,1,1,5,0.3294520812
2,0.1,0.7,1,7,7,5,0.3504437884
2,0.3,0.3,1,3,9,5,0.2868745088
5,0.60248,0.35324,5.2,9.73,6.25,7.33,0.4819836422
2,0.3,0.5,1,9,1,5,0.3508275009
2,0.9,0.3,1,7,9,5,0.2772714206
2,0.1,0.1,1,9,1,5,0.3394768242
10,0.4,0.4,4,2,4,5,0.4051286298
2,0.5,0.3,1,7,1,5,0.3221186497
2,0.5,0.7,1,5,7,5,0.3015156977
2,0.7,0.3,1,5,9,5,0.2764011371
2,0.1,0.3,1,9,1,5,0.352387504
2,0.1,0.1,1,3,5,5,0.2967635107
2,0.1,0.9,1,1,1,5,0.316918619
2,0.3,0.3,1,7,3,5,0.3108637157
2,0.3,0.3,1,7,7,5,0.294462027
2,0.9,0.5,1,9,7,5,0.285499555
10,0.4,0.4,4,2,2,5,0.5846341771
2,0.3,0.3,1,3,5,5,0.2962519273
2,0.7,0.3,1,5,9,5,0.2764855273
21,2,10,0.2,0.6,0.2,1,0.4429511574
2,0.7,0.5,1,3,7,5,0.2827038646
2,0.5,0.3,1,3,9,5,0.2781664851
2,0.1,0.7,1,9,5,5,0.3533259414
15,0.6,0.6,6,1,6,5,0.1983291484
2,0.9,0.1,1,7,3,5,0.275945579
25,0.50376,0.99616,3.46,4.08,5.13,7.86,0.674894803
2,0.3,0.7,1,9,9,5,0.3138029268
10,0.27166,0.39074,1.99,1.53,4.88,3,0.3072805339
5,0.6,0.1,6,1,6,5,0.1227033337
2,0.1,0.9,1,1,3,5,0.3469128917
2,0.7,0.3,1,9,3,5,0.2911564412
2,0.9,0.7,1,5,9,5,0.2842428031
2,0.1,0.3,1,7,3,5,0.3455035543
2,0.7,0.9,1,5,1,5,0.344599472
15,0.35356,0.67368,8.43,2.01,9.6,10.55,0.3813036226
5,0.4,0.2,2,4,2,5,0.40313879
10,0.1,0.6,6,6,1,5,0.3722604734
2,0.5,0.7,1,5,9,5,0.2970490613
15,0.2,0.2,2,2,2,5,0.5470326386
2,0.1,0.9,1,1,9,5,0.3512439893
25,0.50741,0.61611,4.76,1.92,1.45,3,0.760201443
15,0.4,0.4,4,4,4,5,0.6554687217
10,0.6,0.6,6,1,6,5,0.2158803238
2,0.3,0.3,1,9,1,5,0.3394938071
2,0.5,0.9,1,1,7,5,0.3042705794
21,0.5,0.375,6,2.8,5.5,2,0.7177361766
5,0.6,0.1,1,1,1,5,0.1539232926
2,0.5,0.7,1,1,9,5,0.2908485457
2,0.1,0.7,1,7,5,5,0.3533040696
2,0.1,0.9,1,3,1,5,0.3166682633
2,0.5,0.3,1,5,3,5,0.2950175989
2,0.7,0.3,1,1,7,5,0.2662664553
2,0.9,0.3,1,7,1,5,0.3042658805
5,0.17134,0.17668,6.54,1.19,9,9.25,0.2629191139
5,0.1,0.1,1,1,6,5,0.1885872213
21,0.1,1,1,1,10,100,0.5878265086
2,0.1,0.3,1,7,1,5,0.3521239282
2,0.1,0.5,1,3,5,5,0.3486639758
2,0.5,0.3,1,9,7,5,0.2862756797
2,0.3,0.3,1,3,1,5,0.3366692352
15,0.4,0.4,2,4,4,5,0.4671974394
2,0.5,0.3,1,1,9,5,0.2707662848
2,0.5,0.3,1,1,3,5,0.284331597
2,0.9,0.9,1,1,7,5,0.2864463269
2,0.1,0.5,1,9,3,5,0.3534259312
2,0.3,0.1,1,9,3,5,0.2863857165
2,0.5,0.1,1,1,1,5,0.2775482853
2,0.9,0.9,1,7,3,5,0.3093692216
2,0.7,0.7,1,5,7,5,0.2931720667
10,0.1,0.1,1,6,6,5,0.3533806252
2,0.3,0.7,1,3,1,5,0.3535170952
2,0.3,0.1,1,3,9,5,0.2695983277
2,0.1,0.5,1,5,5,5,0.3489567821
2,0.1,0.3,1,3,7,5,0.3259103131
5,0.96368,0.81284,6.38,5.7,1.1,6.11,0.5456714568
2,0.3,0.3,1,5,5,5,0.2987160372
2,0.3,0.9,1,1,5,5,0.3312852884
2,0.1,0.3,1,1,5,5,0.3313905416
2,0.9,0.7,1,7,3,5,0.302759769
5,0.1,0.6,1,6,1,5,0.4193186504
2,0.3,0.1,1,9,1,5,0.3053280126
5,0.93571,0.64444,1.16,3.47,3.48,4,0.3177416355
2,0.7,0.1,1,9,1,5,0.290185854
2,0.7,0.1,1,1,5,5,0.2559379912
2,0.9,0.7,1,3,5,5,0.2891818821
2,0.3,0.1,1,3,5,5,0.2737377329
5,0.4,0.2,2,2,2,5,0.3134491641
10,0.4,0.4,4,4,2,5,0.6773910784
2,0.3,0.7,1,3,3,5,0.3367869787
2,0.5,0.5,1,1,5,5,0.2905882411
2,0.7,0.3,1,9,7,5,0.2819778676
2,0.7,0.1,1,3,5,5,0.2652514048
2,0.7,0.1,1,5,9,5,0.2695956524
2,0.5,0.1,1,3,5,5,0.2675415624
2,0.3,0.7,1,3,3,5,0.3370201239
21,0.5,0.375,10,2.8,5.5,2,0.791613795
2,0.72112,0.67884,5.98,5.24,6.73,10.86,0.3178096875
2,0.3,0.3,1,5,1,5,0.3385038249
2,0.3,0.5,1,3,7,5,0.3049378465
2,0.7,0.3,1,1,1,5,0.3001848782
2,0.5,0.3,1,3,9,5,0.2773900229
15,0.2,0.2,4,4,2,5,0.7352862108
25,0.937,0.96616,3.69,2.96,2.37,3,0.7587469908
2,0.1,0.3,1,5,1,5,0.3524120054
2,0.40229,0.22165,2.21,8.29,10.73,9.77,0.2925705201
2,0.9,0.9,1,3,5,5,0.2970641925
2,0.7,0.3,1,3,3,5,0.2830766474
2,0.9,0.7,1,5,7,5,0.2879018729
2,0.1,0.9,1,3,5,5,0.3530242159
2,0.5,0.1,1,3,9,5,0.2660480814
2,0.5,0.9,1,3,3,5,0.3294465393
2,0.1,0.1,1,5,1,5,0.3375707508
2,0.9,0.1,1,9,7,5,0.2758899589
2,0.7,0.3,1,5,7,5,0.2791821864
2,0.7,0.3,1,5,7,5,0.2783251642
2,0.7,0.5,1,5,1,5,0.3269158197
2,0.5,0.3,1,5,7,5,0.2820246184
21,0.1,1,1,100,10,100,0.5901536589
2,0.1,0.3,1,9,9,5,0.3212043032
2,0.5,0.5,1,7,3,5,0.3112566075
2,0.1,0.7,1,3,9,5,0.3469568687
2,0.1,0.5,1,7,9,5,0.3379560716
2,0.9,0.1,1,1,7,5,0.2543011047
2,0.9,0.7,1,1,9,5,0.2764178841
15,0.2,0.4,2,4,2,5,0.5979085454
2,0.5,0.1,1,1,1,5,0.2775370651
2,0.7,0.7,1,5,5,5,0.299164211
2,0.1,0.1,1,5,9,5,0.289878109
2,0.1,0.1,1,7,3,5,0.3119508369
5,0.4,0.2,2,4,2,5,0.3894509949
15,0.6,0.6,6,6,6,5,0.6222036816
21,2,10,0.2,0.2,1,0.2,0.4400054201
2,0.5,0.7,1,7,9,5,0.2983109904
15,0.1,0.1,1,1,1,5,0.5941851191
2,0.3,0.7,1,5,5,5,0.3255168594
5,0.17846,0.25859,7.52,1.64,10.93,7.37,0.3753657315
2,0.5,0.5,1,9,5,5,0.3009409096
2,0.5,0.1,1,9,5,5,0.2773138061
5,0.90045,0.73273,8.73,1.72,6.42,10.74,0.3160843319
15,0.6,0.6,1,6,6,5,0.3140045378
2,0.9,0.7,1,9,9,5,0.2881753349
10,0.1,0.6,1,1,6,5,0.5977425007
2,0.9,0.1,1,3,7,5,0.2620631685
21,0.5,0.375,9,2.8,5.5,8,0.5426221637
2,0.3,0.9,1,3,7,5,0.3258096917
10,0.6,0.6,6,6,1,5,0.6760893881
2,0.5,0.7,1,7,5,5,0.309827983
2,0.7,0.7,1,1,5,5,0.2900766748
25,0.71898,0.52447,1.13,3.63,8.42,7.03,0.1827014193
2,0.3,0.3,1,9,5,5,0.3001122785
2,0.1,0.9,1,1,3,5,0.3469889542
2,0.1,0.1,1,5,3,5,0.309870533
2,0.7,0.3,1,3,9,5,0.2723704446
2,0.3,0.1,1,3,1,5,0.2981115305
20,0.57814,0.99961,2.49,4.27,1.98,2,0.6792927143
10,0.69521,0.81024,2.64,3.27,2.9,4,0.5823609861
2,0.5,0.1,1,1,9,5,0.2565068179
2,0.1,0.7,1,7,1,5,0.3261243149
2,0.5,0.1,1,5,7,5,0.2712835575
2,0.5,0.3,1,7,1,5,0.3222010422
5,0.1,0.6,1,1,6,5,0.5336932009
2,0.1,0.7,1,1,9,5,0.3454365084
2,0.9,0.9,1,1,7,5,0.2849253861
15,0.1,0.6,1,6,6,5,0.6651499938
2,0.1,0.9,1,3,1,5,0.316204405
2,0.9,0.3,1,5,5,5,0.276996019
5,0.4,0.2,2,4,4,5,0.3633618048
20,0.43691,0.6163,2.9,9.76,4.35,3.48,0.7679203935
2,0.9,0.5,1,3,5,5,0.2807315628
10,0.1,0.1,6,1,1,5,0.5623451447
2,0.1,0.1,1,9,5,5,0.2998718632
2,0.9,0.1,1,7,7,5,0.2732180409
2,0.9,0.7,1,5,1,5,0.3294982817
2,0.1,0.3,1,5,3,5,0.3456733366
25,0.16041,0.42531,2.51,1.51,1.3,5.34,0.5626089391
2,0.9,0.1,1,3,5,5,0.2642549469
15,0.4,0.2,2,2,4,5,0.1897942825
2,0.3,0.3,1,5,1,5,0.3379144019
2,0.1,0.7,1,1,9,5,0.346085023
10,0.6,0.6,6,6,1,5,0.6232105876
21,2,2,0.2,0.2,1,1,0.5632324142
15,0.31593,0.94501,2.94,7.82,9.58,2.4,0.8017343314
2,0.3,0.9,1,7,5,5,0.3346943947
2,0.7,0.5,1,9,1,5,0.329002876
5,0.6,0.6,1,1,6,5,0.1922582848
2,0.1,0.3,1,3,3,5,0.3451544662
2,0.5,0.1,1,5,5,5,0.2737192811
25,0.73232,0.44295,4.53,4.8,2.32,2,0.6863356219
5,0.1,0.1,1,6,6,5,0.3165920736
15,0.3693,0.18811,2.59,5.2,7.93,8.75,0.3321862163
2,0.1,0.1,1,1,3,5,0.3028613727
10,0.82808,0.91779,3.42,5.33,1.16,6.65,0.639184099
2,0.3,0.1,1,3,7,5,0.2730141878
10,0.6,0.1,6,1,6,5,0.08091941399
2,0.9,0.9,1,1,1,5,0.3343655221
2,0.3,0.9,1,7,7,5,0.3268651096
15,0.6,0.1,1,6,1,5,0.2087801632
2,0.9,0.7,1,1,1,5,0.3242690341
5,0.70518,0.50915,9.32,8.12,2.38,4.22,0.5744708386
2,0.1,0.7,1,7,5,5,0.3532992418
2,0.9,0.9,1,9,9,5,0.2914261136
2,0.1,0.5,1,7,5,5,0.3488521413
2,0.7,0.3,1,9,9,5,0.2804199458
15,0.6,0.6,1,6,6,5,0.3293210152
2,0.1,0.1,1,1,7,5,0.2849717949
2,0.1,0.3,1,3,5,5,0.3330577514
2,0.3,0.3,1,3,5,5,0.2949522767
2,0.3,0.7,1,1,1,5,0.353237681
15,0.2,0.2,2,4,4,5,0.5293000868
2,0.5,0.5,1,5,3,5,0.3085573879
2,0.3,0.7,1,1,1,5,0.3533325131
2,0.1,0.5,1,1,9,5,0.3358800897
2,0.5,0.1,1,5,9,5,0.2698676123
2,0.13039,0.36472,2.72,9.47,10.94,10.23,0.3239580958
2,0.7,0.9,1,7,1,5,0.3455136311
2,0.5,0.9,1,5,3,5,0.3290450645
2,0.9,0.5,1,3,7,5,0.2786729423
2,0.9,0.9,1,3,1,5,0.3360894507
25,0.25501,0.3812,7.94,1.42,3.99,7.8,0.5498189509
2,0.7,0.1,1,9,7,5,0.2764215672
5,0.2,0.2,4,4,2,5,0.5256952487
2,0.3,0.9,1,9,5,5,0.3343638355
2,0.7,0.1,1,5,1,5,0.2837592019
2,0.9,0.1,1,7,1,5,0.2832794155
2,0.7,0.3,1,9,5,5,0.2841626129
20,0.93427,0.76245,2.11,3.81,2.58,2,0.2573094582
2,0.9,0.1,1,5,7,5,0.2698076429
2,0.7,0.1,1,1,3,5,0.2585584851
5,0.4,0.4,2,2,2,5,0.4310948523
2,0.1,0.5,1,7,1,5,0.3391120708
2,0.5,0.3,1,5,3,5,0.2950151377
2,0.7,0.7,1,5,9,5,0.2893834174
2,0.1,0.9,1,1,9,5,0.3508440418
2,0.1,0.9,1,7,5,5,0.3530028427
2,0.1,0.7,1,1,3,5,0.3524742032
2,0.7,0.1,1,9,5,5,0.2783035983
2,0.3,0.7,1,3,1,5,0.3534166257
2,0.5,0.1,1,9,1,5,0.2956772562
10,0.13273,0.33127,8.92,10.82,2.04,8.69,0.6109091262
2,0.3,0.7,1,3,5,5,0.3252030597
25,0.54122,0.80718,3.75,3.66,1.28,4,0.640394608
2,0.7,0.9,1,7,5,5,0.3074887172
5,0.4,0.4,2,4,2,5,0.48476495
2,0.5,0.7,1,1,1,5,0.3446255398
2,0.5,0.9,1,5,7,5,0.3096398354
2,0.5,0.9,1,3,9,5,0.3021315505
2,0.5,0.9,1,5,9,5,0.3053298963
2,0.1,0.5,1,1,9,5,0.3362367391
2,0.1,0.1,1,3,3,5,0.3074636782
2,0.1,0.9,1,9,5,5,0.3528274963
5,0.6,0.1,6,6,6,5,0.3722739407
2,0.9,0.5,1,5,1,5,0.3193981596
2,0.3,0.5,1,7,3,5,0.3279660156
2,0.3,0.5,1,9,5,5,0.3153673564
2,0.9,0.7,1,5,3,5,0.3015883394
2,0.9,0.5,1,3,1,5,0.3171878727
2,0.9,0.7,1,1,7,5,0.2778232709
2,0.7,0.3,1,5,9,5,0.2764377081
15,0.2,0.2,4,2,4,5,0.3774638524
2,0.5,0.3,1,3,3,5,0.2920756403
2,0.9,0.5,1,7,3,5,0.2931699168
10,0.4,0.2,4,4,4,5,0.5176402412
2,0.9,0.1,1,9,9,5,0.2767614432
2,0.5,0.1,1,3,1,5,0.2843707959
21,2,6,0.2,1,0.2,0.2,0.4819559274
2,0.9,0.1,1,3,9,5,0.2626923334
15,0.6,0.6,6,1,1,5,0.6036182021
2,0.7,0.9,1,3,3,5,0.3154150163
25,0.24857,0.42586,8.67,3.28,3.6,6.39,0.8461260459
2,0.5,0.3,1,7,7,5,0.2847555245
2,0.7,0.1,1,9,5,5,0.2764780469
2,0.7,0.9,1,9,7,5,0.3003498518
10,0.4,0.4,4,4,4,5,0.6162310112
2,0.3,0.1,1,3,5,5,0.2739730045
2,0.5,0.3,1,9,1,5,0.3236714605
2,0.9,0.3,1,3,5,5,0.2738725453
2,0.9,0.1,1,5,3,5,0.2713486924
2,0.1,0.1,1,7,7,5,0.2934387698
2,0.3,0.3,1,5,7,5,0.292284869
2,0.7,0.7,1,9,3,5,0.3105838395
2,0.5,0.1,1,1,3,5,0.2619411072
10,0.54325,0.9315,6,8.28,3.16,10.19,0.7001531546
2,0.9,0.3,1,3,1,5,0.2986489591
10,0.6,0.6,1,6,1,5,0.6378081786
2,0.9,0.9,1,5,3,5,0.3077766012
2,0.3,0.1,1,7,1,5,0.3040986851
2,0.9,0.1,1,7,7,5,0.2722075672
2,0.9,0.9,1,1,3,5,0.3029187702
10,0.2,0.2,2,4,2,5,0.6097974227
25,0.78731,0.65565,4.71,10.2,5.09,9.96,0.6477611824
2,0.3,0.5,1,7,7,5,0.3081258679
2,0.3,0.1,1,3,1,5,0.2990165096
2,0.5,0.9,1,7,3,5,0.3303936112
2,0.7,0.5,1,9,7,5,0.2876742444
2,0.3,0.5,1,1,5,5,0.3086531395
2,0.1,0.7,1,1,5,5,0.3530492513
2,0.5,0.9,1,3,7,5,0.3077166767
2,0.76453,0.96355,2.46,1.55,4.21,3,0.3253907885
2,0.3,0.1,1,3,3,5,0.2792389939
10,0.4,0.2,4,2,4,5,0.2326812205
2,0.5,0.5,1,3,7,5,0.2909216862
2,0.7,0.5,1,7,3,5,0.3012172124
2,0.7,0.1,1,9,3,5,0.2792684885
2,0.3,0.3,1,3,1,5,0.3362745384
2,0.9,0.5,1,1,7,5,0.2718437945
2,0.7,0.3,1,5,3,5,0.2875113676
15,0.1,0.6,6,6,1,5,0.3766125756
2,0.3,0.3,1,5,5,5,0.2990160417
15,0.98274,0.87178,2.52,4.47,4.86,3,0.5005448781
10,0.70556,0.87292,6.57,7.23,6.26,8.23,0.6140356866
10,0.25674,0.71197,9.31,10.43,3.04,10.39,0.689992884
10,0.41486,0.61378,2.51,6.74,4.13,6.31,0.5612484624
2,0.9,0.7,1,5,9,5,0.2837657545
2,0.1,0.9,1,7,9,5,0.3517109455
15,0.27695,0.43933,7.1,6.67,8.27,8.52,0.6773062409
5,0.4,0.2,4,4,4,5,0.4351936312
5,0.4,0.4,4,2,4,5,0.4097419565
2,0.9,0.1,1,7,9,5,0.2728189817
2,0.1,0.1,1,9,1,5,0.3398925691
2,0.1,0.1,1,1,3,5,0.3020574012
10,0.2,0.2,2,2,2,5,0.5327260608
2,0.66432,0.56615,2.36,3.34,1.83,3,0.3337956597
2,0.9,0.7,1,7,5,5,0.2937078871
2,0.9,0.5,1,5,3,5,0.2930287051
2,0.9,0.7,1,1,5,5,0.2835256438
15,0.1,0.1,1,1,6,5,0.1668828563
2,0.9,0.7,1,5,7,5,0.2882100525
15,0.35307,0.15151,1.41,4.77,1.02,1,0.671311155
10,0.4,0.2,4,2,2,5,0.3423697518
2,0.9,0.5,1,3,5,5,0.2811178032
2,0.5,0.9,1,1,1,5,0.3483988453
2,0.7,0.5,1,3,5,5,0.2878347384
2,0.9,0.9,1,7,1,5,0.3386629335
2,0.9,0.1,1,9,3,5,0.2793244733
2,0.7,0.3,1,5,1,5,0.3096561471
2,0.7,0.9,1,1,5,5,0.2990573342
5,0.1,0.6,1,1,1,5,0.4309392181
2,0.1,0.7,1,3,9,5,0.3468880949
2,0.5,0.1,1,5,9,5,0.2685684288
20,0.85253,0.42148,1.7,2.91,1.12,3.39,0.5147870909
2,0.9,0.7,1,1,7,5,0.2801189025
15,0.35274,0.55567,3.59,5.74,7.72,2.55,0.7329466331
2,0.1,0.1,1,3,1,5,0.3365343421
2,0.1,0.3,1,3,1,5,0.3526745975
2,0.3,0.5,1,7,5,5,0.3154014801
2,0.7,0.1,1,9,9,5,0.2747605298
2,0.1,0.1,1,5,9,5,0.2896533956
2,0.1,0.1,1,1,5,5,0.2902883208
15,0.4,0.2,2,2,4,5,0.2768905356
20,0.45768,0.65472,3.57,3.15,4.62,1,0.8627907242
2,0.1,0.1,1,3,3,5,0.307508928
2,0.5,0.7,1,7,7,5,0.3032996853
10,0.4,0.2,4,2,2,5,0.3273808981
2,0.7,0.7,1,9,3,5,0.3109676454
2,0.9,0.1,1,3,5,5,0.2641253562
2,0.3,0.1,1,3,3,5,0.2795108856
20,0.24052,0.21925,1.55,6.11,7.17,7.71,0.3548694122
2,0.9,0.9,1,3,1,5,0.3359062377
2,0.1,0.7,1,3,1,5,0.3289324443
2,0.9,0.7,1,5,1,5,0.3293897744
2,0.3,0.9,1,7,5,5,0.334933402
2,0.5,0.7,1,3,9,5,0.2958512113
2,0.7,0.9,1,1,7,5,0.2916939452
2,0.7,0.3,1,7,9,5,0.2779293026
2,0.9,0.5,1,1,3,5,0.2829438239
2,0.3,0.9,1,5,9,5,0.3197657304
5,0.1,0.1,1,1,1,5,0.4579368836
15,0.6,0.1,1,1,6,5,0.04167366417
2,0.7,0.9,1,5,5,5,0.306604241
2,0.7,0.5,1,5,3,5,0.2982474695
2,0.9,0.1,1,9,9,5,0.2754640008
2,0.5,0.1,1,7,9,5,0.2747303883
2,0.1,0.1,1,9,1,5,0.3400278346
2,0.5,0.9,1,1,9,5,0.29789067
2,0.1,0.9,1,1,1,5,0.3175084332
2,0.1,0.3,1,3,3,5,0.3446243631
15,0.1,0.1,6,6,6,5,0.6864830227
2,0.1,0.1,1,5,1,5,0.337849885
2,0.5,0.7,1,1,5,5,0.3021300489
2,0.1,0.3,1,7,1,5,0.3522373927
2,0.3,0.9,1,7,1,5,0.3517998611
2,0.3,0.1,1,7,3,5,0.2859919719
2,0.1,0.1,1,9,7,5,0.2950526035
2,0.3,0.9,1,1,9,5,0.3165565009
2,0.7,0.3,1,1,1,5,0.3024709895
15,0.59489,0.50379,7.15,8.41,3.16,8.96,0.7356323173
2,0.3,0.7,1,9,9,5,0.3129504399
2,0.5,0.7,1,9,3,5,0.3217267818
2,0.7,0.5,1,5,9,5,0.2830820618
2,0.1,0.9,1,3,9,5,0.351741478
2,0.7,0.7,1,9,3,5,0.3102678717
2,0.5,0.3,1,9,3,5,0.2969624326
2,0.7,0.7,1,1,1,5,0.3335962423
2,0.9,0.1,1,5,7,5,0.2676320605
5,0.6,0.1,6,6,1,5,0.3806775628
2,0.3,0.9,1,9,3,5,0.3461043316
5,0.4,0.4,4,4,4,5,0.4887740378
2,0.7,0.5,1,3,3,5,0.296536556
2,0.5,0.1,1,3,7,5,0.2662714809
2,0.5,0.9,1,7,9,5,0.3049638676
2,0.1,0.9,1,5,5,5,0.3532134698
2,0.7,0.7,1,7,9,5,0.2916618222
2,0.3,0.1,1,3,9,5,0.268332805
10,0.2,0.4,4,2,4,5,0.6345412169
5,0.2,0.2,2,2,2,5,0.4061026718
2,0.7,0.9,1,1,7,5,0.2920595181
2,0.3,0.5,1,1,3,5,0.3227656048
2,0.3,0.9,1,3,9,5,0.3193561924
2,0.1,0.5,1,7,7,5,0.3430440011
2,0.5,0.5,1,9,5,5,0.3003582728
2,0.3,0.1,1,1,7,5,0.2631035974
2,0.3,0.9,1,1,3,5,0.3430301907
5,0.1,0.6,1,1,6,5,0.5357435197
2,0.9,0.3,1,5,1,5,0.303526656
2,0.3,0.9,1,9,3,5,0.3461777617
2,0.3,0.7,1,5,7,5,0.3184401549
2,0.5,0.7,1,9,5,5,0.3107108113
2,0.7,0.3,1,9,7,5,0.2822241677
21,2,6,0.2,1,1,1,0.5011863169
2,0.1,0.3,1,5,1,5,0.352410233
5,0.1,0.6,6,1,1,5,0.43204356
2,0.1,0.3,1,7,5,5,0.3346504331
5,0.90391,0.40375,1.67,4.68,4.75,3,0.3749712065
15,0.4,0.4,4,2,2,5,0.6065977697
2,0.5,0.3,1,1,7,5,0.2732272673
2,0.9,0.5,1,5,3,5,0.2926856435
2,0.9,0.5,1,5,3,5,0.2926128858
2,0.3,0.9,1,1,5,5,0.3313070219
2,0.1,0.3,1,9,5,5,0.3354529234
10,0.6,0.1,1,1,1,5,0.08777245143
2,0.9,0.3,1,3,7,5,0.2709717386
5,0.18124,0.11298,1.04,7.1,10.37,9.9,0.2584768852
2,0.5,0.3,1,5,5,5,0.2857336005
2,0.1,0.9,1,9,5,5,0.3530284378
2,0.1,0.1,1,3,3,5,0.3078391613
2,0.3,0.7,1,3,5,5,0.3247665274
2,0.9,0.1,1,3,7,5,0.2642862724
2,0.7,0.5,1,9,9,5,0.285725511
15,0.65906,0.3919,4.57,3.48,3.07,3,0.3062731932
2,0.3,0.9,1,3,9,5,0.3200335848
10,0.48696,0.77309,3.23,3.29,4.21,4,0.6059543674
2,0.9,0.9,1,9,7,5,0.2942210347
2,0.7,0.1,1,1,1,5,0.2697988262
2,0.3,0.5,1,1,9,5,0.2954218869
2,0.7,0.7,1,5,5,5,0.2980391548
2,0.3,0.3,1,3,3,5,0.3075797948
2,0.1,0.1,1,3,1,5,0.3367930811
2,0.7,0.9,1,7,3,5,0.3194499144
15,0.4,0.2,2,4,4,5,0.3669385403
2,0.7,0.9,1,1,1,5,0.3417513637
2,0.9,0.7,1,7,1,5,0.3297068279
2,0.3,0.5,1,9,5,5,0.3156644627
2,0.1,0.3,1,3,1,5,0.3526420472
10,0.74851,0.75046,3.49,2.85,2.7,4,0.5764131938
25,0.40266,0.2932,7.62,5.19,2.71,9.65,0.7247424477
21,0.5,0.375,7,2.8,5.5,3,0.6939169479
2,0.1,0.9,1,5,9,5,0.3516341116
2,0.9,0.1,1,3,3,5,0.2650975724
2,0.3,0.1,1,1,7,5,0.2632065742
2,0.1,0.1,1,3,9,5,0.2874937848
2,0.5,0.1,1,3,9,5,0.2648040986
2,0.7,0.3,1,7,9,5,0.2784842897
2,0.1,0.5,1,3,3,5,0.353362298
5,0.2,0.2,4,4,4,5,0.4896317389
2,0.1,0.5,1,9,3,5,0.3534076878
2,0.7,0.9,1,7,1,5,0.3454660165
2,0.7,0.1,1,5,9,5,0.2693144698
2,0.5,0.9,1,3,7,5,0.3075589076
2,0.3,0.3,1,9,5,5,0.2997038352
2,0.5,0.1,1,9,9,5,0.2756839376
15,0.1,0.1,1,6,1,5,0.5986118687
2,0.7,0.1,1,7,1,5,0.2856521373
15,0.2287,0.64545,3.01,9.36,6.35,4.49,0.7675795697
2,0.5,0.9,1,5,5,5,0.3160151141
15,0.4,0.4,4,2,4,5,0.5400620881
2,0.1,0.3,1,9,1,5,0.3523764513
2,0.9,0.7,1,9,3,5,0.304016718
2,0.3,0.3,1,5,9,5,0.2885805332
15,0.2,0.4,2,4,4,5,0.6826597331
10,0.9353,0.94381,1.5,3.94,3.39,2,0.4709027046
10,0.4,0.4,4,4,4,5,0.5607865882
2,0.1,0.5,1,7,7,5,0.3432103756
2,0.1,0.7,1,1,1,5,0.330187969
2,0.3,0.5,1,1,7,5,0.3009008675
2,0.7,0.9,1,7,9,5,0.296837513
15,0.51257,0.61501,5.12,7.21,1.93,9.99,0.7683596328
2,0.1,0.9,1,5,5,5,0.3531448235
2,0.5,0.5,1,9,7,5,0.2962918742
15,0.1,0.1,1,6,6,5,0.3489427504
2,0.9,0.5,1,7,1,5,0.31962267
2,0.9,0.5,1,3,1,5,0.3165101228
2,0.7,0.1,1,7,1,5,0.2866604961
2,0.1,0.3,1,7,5,5,0.3341844511
2,0.5,0.5,1,5,5,5,0.298845498
2,0.9,0.1,1,5,1,5,0.2794058269
21,0.5,0.375,8,2.8,5.5,5,0.6147271896
2,0.5,0.3,1,1,5,5,0.2773842061
15,0.49102,0.77242,5.85,10.09,9.68,3.81,0.7853647725
2,0.3,0.7,1,7,5,5,0.3256718312
2,0.1,0.9,1,5,7,5,0.3533129272
2,0.9,0.3,1,3,9,5,0.2693399701
21,0.1,1,1,100,1,10,0.3556004388
2,0.1,0.5,1,3,3,5,0.3532107106
2,0.5,0.9,1,3,9,5,0.3037752526
2,0.5,0.1,1,1,7,5,0.2570122466
2,0.1,0.3,1,7,3,5,0.3455293971
2,0.1,0.7,1,9,1,5,0.3280394452
10,0.6,0.6,6,1,1,5,0.5622838447
2,0.9,0.3,1,1,5,5,0.2647536267
2,0.5,0.7,1,5,1,5,0.3467732913
2,0.9,0.3,1,7,7,5,0.2774445491
2,0.9,0.3,1,9,3,5,0.2863518224
2,0.7,0.9,1,1,1,5,0.3420310751
15,0.89593,0.50305,1.4,1.31,4.77,2,0.1291725658
2,0.3,0.7,1,5,5,5,0.3258279505
2,0.3,0.3,1,3,3,5,0.3072030949
2,0.7,0.5,1,3,9,5,0.2809402175
15,0.2,0.4,2,2,2,5,0.6485491195
2,0.5,0.7,1,9,3,5,0.321884
10,0.86,0.38467,3.66,1.52,1.22,3,0.1822431409
2,0.5,0.1,1,9,1,5,0.2937948465
2,0.7,0.9,1,7,5,5,0.3071580658
2,0.5,0.3,1,9,1,5,0.3244398092
2,0.1,0.9,1,3,7,5,0.3532902096
2,0.7,0.7,1,1,7,5,0.2851282055
2,0.1,0.1,1,9,5,5,0.3015312178
2,0.7,0.1,1,3,9,5,0.2625709248
5,0.1,0.1,6,6,6,5,0.4971983674
2,0.9,0.3,1,1,9,5,0.2611408996
